,model,rating,rating_count,release_date,weight(g),diagonal(inches),refresh_rate(Hz),memory(Gb),ram(Gb),battery(mAh),front_camera(Mpix),main_camera,expensive,color_Белый,color_Голубой,color_Желтый,color_Зеленый,color_Золотистый,color_Оранжевый,color_Розовый,color_Светло-зеленый,color_Серебристый,color_Серый,color_Синий,color_Сиреневый,color_Темно-серый,color_Фиолетовый,color_Черный,country_Китай,company_HONOR,company_HUAWEI,company_Infinix,company_Itel,company_Poco,company_Samsung,company_TECNO,company_Xiaomi,company_realme,display_Dynamic AMOLED,display_Dynamic AMOLED 2X,display_Full HD IPS,display_Full HD Plus AMOLED,display_Full HD+,display_HD Plus IPS,display_IPS,display_IPS LCD,display_LCD,display_LCD IPS,display_LTPS,display_LTPS LCD,display_OLED,display_PLS LCD,display_PLS TFT LCD,display_Super AMOLED,display_TFT,display_TFT IPS,display_TFT LCD,display_TN,processor_4-ядерный MediaTek Helio A22 2.00 ГГц,processor_8-ядерный Exynos 2400 3.30 ГГц,processor_8-ядерный Exynos 850 2.00 ГГц,processor_8-ядерный Exynos Exynos 1280 2.40 ГГц,processor_8-ядерный Google Tensor G3,processor_8-ядерный Kirin 710A,processor_8-ядерный MediaTek 6762 2.00 ГГц,processor_8-ядерный MediaTek 6765H 2.30 ГГц,processor_8-ядерный MediaTek 6769V/CZ 2.00 ГГц,"processor_8-ядерный MediaTek 685 G85, 2.00 ГГц",processor_8-ядерный MediaTek Dimensity 1080 5G 2.60 ГГц,processor_8-ядерный MediaTek Dimensity 6020 2.20 ГГц,processor_8-ядерный MediaTek Dimensity 6080 2.40 ГГц,processor_8-ядерный MediaTek Dimensity 6080 5G 2.40 ГГц,processor_8-ядерный MediaTek Dimensity 6100+ 2.20 ГГц,processor_8-ядерный MediaTek Dimensity 7050 2.60 ГГц,processor_8-ядерный MediaTek Dimensity 7050 5G 2.60 ГГц,processor_8-ядерный MediaTek Dimensity 7200 Ultra 2.80 ГГц,processor_8-ядерный MediaTek Dimensity 8050 3.00 ГГц,processor_8-ядерный MediaTek Dimensity 8200 3.00 ГГц,processor_8-ядерный MediaTek Dimensity 8200 Ultimate 5G 3.00 ГГц,processor_8-ядерный MediaTek Dimensity 9200+ 3.20 ГГц,processor_8-ядерный MediaTek Dimensity D8200 Ultimate 3.10 ГГц,processor_8-ядерный MediaTek G36 2.20 ГГц,processor_8-ядерный MediaTek G99 2.20 ГГц,processor_8-ядерный MediaTek G99 Ultimate 2.20 ГГц,processor_8-ядерный MediaTek HELIO G99 2.20 ГГц,processor_8-ядерный MediaTek Helio G25 2.00 ГГц,processor_8-ядерный MediaTek Helio G36 2.20 ГГц,processor_8-ядерный MediaTek Helio G37 2.30 ГГц,processor_8-ядерный MediaTek Helio G85 2.00 ГГц,processor_8-ядерный MediaTek Helio G88 2.00 ГГц,processor_8-ядерный MediaTek Helio G91 Ultra 2.00 ГГц,processor_8-ядерный MediaTek Helio G96 2.00 ГГц,processor_8-ядерный MediaTek Helio G96 2.05 ГГц,processor_8-ядерный MediaTek Helio G99 2.00 ГГц,processor_8-ядерный MediaTek Helio G99 2.20 ГГц,processor_8-ядерный MediaTek Helio G99 Ultimate 2.00 ГГц,processor_8-ядерный MediaTek Helio G99 Ultimate 2.20 ГГц,processor_8-ядерный MediaTek Helio G99 Ultra 2.20 ГГц,processor_8-ядерный MediaTek HelioG88 2.00 ГГц,processor_8-ядерный MediaTek MediaTek Dimensity 8300-Ultra 3.35 ГГц,processor_8-ядерный MediaTek MediaTek G99 Ultimate 2.40 ГГц,processor_8-ядерный MediaTek MediaTek Helio G99 Ultra 2.30 ГГц,processor_8-ядерный MediaTek Mediatek Helio G100 2.20 ГГц,processor_8-ядерный Qualcomm Snapdragon 6 Gen1 2.60 ГГц,processor_8-ядерный Qualcomm Snapdragon 680 2.40 ГГц,processor_8-ядерный Qualcomm Snapdragon 685 2.80 ГГц,processor_8-ядерный Qualcomm Snapdragon 695 2.20 ГГц,processor_8-ядерный Qualcomm Snapdragon 7 Gen 1 2.50 ГГц,processor_8-ядерный Qualcomm Snapdragon 7 Gen 3 2.63 ГГц,processor_8-ядерный Qualcomm Snapdragon 778G Plus 5G 2.50 ГГц,processor_8-ядерный Qualcomm Snapdragon 7s Gen 2 7s Gen2 2.40 ГГц,processor_8-ядерный Qualcomm Snapdragon 7s Gen2 2.60 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 2 2.80 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 2 3.36 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 2 Mobile 2.80 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 3 3.20 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 3 3.30 ГГц,processor_8-ядерный Qualcomm Snapdragon 8 Gen 3 3.39 ГГц,processor_8-ядерный Qualcomm Snapdragon 8s Gen3 3.00 ГГц,processor_8-ядерный Qualcomm Snapdragon Qualcomm Snapdragon 6 Gen 1 Adreno A710 2.20 ГГц,processor_8-ядерный Samsung Dimensity 1080 2.60 ГГц,processor_8-ядерный Samsung Exynos 1380 2.40 ГГц,processor_8-ядерный Samsung Exynos 1480 2.40 ГГц,processor_8-ядерный Samsung Exynos 2200,processor_8-ядерный Samsung Exynos 2200 2.50 ГГц,processor_8-ядерный Unisoc SC9863A 1.60 ГГц,processor_8-ядерный Unisoc SC9863A1 1.60 ГГц,processor_8-ядерный Unisoc Spreadtrum SC9863A 2.00 ГГц,processor_8-ядерный Unisoc T603 1.60 ГГц,processor_8-ядерный Unisoc T603 1.80 ГГц,processor_8-ядерный Unisoc T606 1.60 ГГц,processor_8-ядерный Unisoc T606 2.20 ГГц,processor_8-ядерный Unisoc T612 1.80 ГГц,processor_8-ядерный Unisoc T612 1.82 ГГц,"processor_8-ядерный Unisoc T612 UMS9230H, 1.80 ГГц",processor_8-ядерный Unisoc T615 1.80 ГГц,processor_8-ядерный Unisoc T616 2.00 ГГц,processor_8-ядерный Unisoc TIGER T612 1.80 ГГц,processor_8-ядерный Unisoc Tiger T606 1.60 ГГц,processor_8-ядерный Unisoc Tiger T612 1.80 ГГц
258,Смартфон HONOR 70 128GB Изумрудно-зеленый EAC,0.9199999999999999,0.049019607843137254,2024-06,0.16438356164383583,0.3131868131868134,0.0,0.0967741935483871,0.42857142857142855,0.3333333333333335,0.01675977653631285,Три модуля (54 + 50 + 2 Mpix),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Смартфон realme 11 Pro 8/128GB Черный RU,1.0,0.19607843137254902,2023-07,0.3287671232876712,0.3406593406593408,0.0,0.0967741935483871,0.42857142857142855,0.39393939393939403,0.006828057107386716,Два модуля (100 + 2 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Смартфон Xiaomi Redmi 12C 3/64GB Лавандовый фиолетовый,1.0,0.0196078431372549,2023-03,0.3561643835616439,0.3351648351648353,0.0,0.03225806451612903,0.07142857142857142,0.39393939393939403,0.0,50 Mpix,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Смартфон HONOR 200 8/256GB Чёрный EAC,0.0,0.0,2024-07,0.0,0.3296703296703303,0.3571428571428572,0.22580645161290322,0.42857142857142855,0.4545454545454546,0.027932960893854747,Три модуля (50 + 50 + 12 Mpix),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Смартфон Poco X6 5G 8/256GB White RU,0.0,0.0,2021-06,0.20547945205479445,0.3131868131868134,0.7142857142857142,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.006828057107386716,Три модуля (64 + 8 + 2 Mpix),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Смартфон Samsung Galaxy A25 6/128GB Черный EAC,0.0,0.0,2024-02,0.42465753424657526,0.21978021978022033,0.3571428571428572,0.0967741935483871,0.2857142857142857,0.39393939393939403,0.004965859714463066,Три модуля (50 + 8 + 2 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Смартфон Infinix HOT 30 4/128 Белый RU,1.0,0.0392156862745098,2023-07,0.41095890410958935,0.3736263736263741,0.3571428571428572,0.0967741935483871,0.14285714285714285,0.39393939393939403,0.0018621973929236497,Два модуля (50 + 0.30 Mpix),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Смартфон Infinix HOT 40i 8/256 Золотистый RU,0.7000000000000001,0.0196078431372549,2024-02,0.3287671232876712,0.25274725274725274,0.3571428571428572,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.01675977653631285,Два модуля (50 + 0.20 Mpix),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
266,Смартфон HONOR X7 4/128GB Синий океан EAC,1.0,0.029411764705882353,2022-04,0.15068493150684947,0.3516483516483522,0.0,0.0967741935483871,0.14285714285714285,0.39393939393939403,0.0018621973929236497,Четыре модуля (48 + 5 + 2 + 2 Mpix + 3D ToF),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Смартфон HONOR X7b 8/128GB Серебристый EAC,0.9800000000000001,0.19607843137254902,2024-06,0.452054794520548,0.384615384615385,0.3571428571428572,0.0967741935483871,0.42857142857142855,0.696969696969697,0.0018621973929236497,Три модуля (108 + 5 + 2 Mpix),0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Смартфон TECNO Spark 9 Pro 128GB Голубой RU,1.0,0.0196078431372549,2022-08,0.42465753424657526,0.2747252747252751,0.0,0.0967741935483871,0.14285714285714285,0.39393939393939403,0.01675977653631285,Три модуля (50 + 2 + 8 Mpix),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Смартфон Xiaomi Redmi A3 3/64GB Forest Green RU,1.0,0.00980392156862745,2024-02,0.452054794520548,0.3351648351648353,0.0,0.03225806451612903,0.07142857142857142,0.39393939393939403,0.0,8 Mpix,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Смартфон Samsung Galaxy A05s 128GB Черный EAC,0.0,0.0,2023-11,0.397260273972603,0.3296703296703303,0.0,0.0967741935483871,0.14285714285714285,0.39393939393939403,0.004965859714463066,Три модуля (50 + 2 + 2 Mpix + 3D ToF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Смартфон Infinix HOT 40 8/256 Золотистый RU,0.0,0.0,2023-12,0.42465753424657526,0.3736263736263741,0.3571428571428572,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.01675977653631285,Три модуля (50 + 2 + 0.20 Mpix),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Смартфон realme 11 8/256GB Золотой RU,1.0,0.23529411764705882,2023-10,0.16438356164383583,0.18131868131868156,0.0,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.006828057107386716,Два модуля (108 + 2 Mpix),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Смартфон HONOR X6a 4/128GB Черный EAC,0.0,0.0,2024-06,0.3013698630136985,0.25274725274725274,0.0,0.0967741935483871,0.14285714285714285,0.4545454545454546,0.0,Три модуля (50 + 2 + 2 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Смартфон TECNO Pova 6 Neo 8/256GB Comet Green RU,1.0,0.0196078431372549,2024-03,0.547945205479452,0.384615384615385,0.7142857142857142,0.22580645161290322,0.42857142857142855,1.0,0.0018621973929236497,Два модуля (50 + 0.08 Mpix),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Смартфон HONOR Magic V2 512GB Черный EAC,1.0,0.058823529411764705,2024-02,0.9726027397260273,1.0000000000000004,0.7142857142857142,0.4838709677419355,1.0,0.39393939393939403,1.0,Три модуля (50 + 50 + 20 Mpix),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Смартфон Xiaomi Redmi Note 12 6/128GB Ice Blue RU,0.66,0.029411764705882353,2023-03,0.27397260273972623,0.3131868131868134,0.7142857142857142,0.0967741935483871,0.2857142857142857,0.39393939393939403,0.004965859714463066,Три модуля (50 + 8 + 2 Mpix),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Смартфон realme C53 256GB Глубокий черный RU,1.0,0.19607843137254902,2023-08,0.2191780821917808,0.3516483516483522,0.0,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.0018621973929236497,Два модуля (50 + 0.08 Mpix),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
278,Смартфон Xiaomi Redmi 12 4/128GB Sky Blue RU,0.96,0.049019607843137254,2023-06,0.452054794520548,0.37912087912087955,0.0,0.0967741935483871,0.14285714285714285,0.39393939393939403,0.0018621973929236497,Три модуля (50 + 8 + 2 Mpix),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Смартфон Samsung Galaxy Z Fold6 512GB Серый EAC,0.0,0.0,2024-07,1.0,0.8241758241758244,0.0,0.4838709677419355,0.7142857142857142,0.21212121212121215,0.0031036623215394167,Три модуля (50 + 12 + 10 Mpix),1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,"Смартфон Infinix Note 40 Pro 12/256ГБ, зеленый RU",0.0,0.0,2024-04,0.3561643835616439,0.3736263736263741,0.7142857142857142,0.22580645161290322,0.7142857142857142,0.39393939393939403,0.01675977653631285,Три модуля (108 + 2 + 2 Mpix),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Смартфон HONOR 90 512GB Полночный черный EAC,0.9,0.09803921568627451,2024-06,0.23287671232876717,0.3296703296703303,0.7142857142857142,0.4838709677419355,0.7142857142857142,0.39393939393939403,0.027932960893854747,Три модуля (200 + 12 + 2 Mpix),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Смартфон Samsung Galaxy A15 4/128GB Темно-синий EAC,0.0,0.0,2024-01,0.46575342465753433,0.21978021978022033,0.0,0.0967741935483871,0.14285714285714285,0.39393939393939403,0.004965859714463066,Три модуля (50 + 5 + 2 Mpix + 3D ToF),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Смартфон HONOR 200 8/256GB Белый EAC,0.0,0.0,2024-07,0.0,0.3296703296703303,0.3571428571428572,0.22580645161290322,0.42857142857142855,0.4545454545454546,0.027932960893854747,Три модуля (50 + 50 + 12 Mpix),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Смартфон Xiaomi Redmi Note 12 8/256GB Onyx Gray RU,0.66,0.029411764705882353,2023-03,0.27397260273972623,0.3131868131868134,0.7142857142857142,0.22580645161290322,0.42857142857142855,0.39393939393939403,0.004965859714463066,Три модуля (50 + 8 + 2 Mpix),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Смартфон realme C67 6/128GB Зеленый оазис RU,0.9800000000000001,0.16666666666666666,2023-10,0.2602739726027399,0.3406593406593408,0.0,0.0967741935483871,0.2857142857142857,0.39393939393939403,0.0018621973929236497,Два модуля (108 + 2 Mpix),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
